"target_piece","loc_removed","remove_value","file_removed","rank_removed"
"R","a1",668,1,1
"R","a1",634,1,1
"R","a1",618,1,1
"R","a1",664,1,1
"R","a1",652,1,1
"R","a1",660,1,1
"R","a1",640,1,1
"R","a1",637,1,1
"R","a1",685,1,1
"R","a1",715,1,1
"R","a1",719,1,1
"R","a1",723,1,1
"R","a1",708,1,1
"R","a1",724,1,1
"R","a1",722,1,1
"R","a1",684,1,1
"R","a1",638,1,1
"R","a1",752,1,1
"R","a1",696,1,1
"R","a1",674,1,1
"R","a1",651,1,1
"R","a1",668,1,1
"R","a1",685,1,1
"R","a1",645,1,1
"R","a1",669,1,1
"R","a1",592,1,1
"R","a1",633,1,1
"R","a1",650,1,1
"R","a1",682,1,1
"R","a1",614,1,1
"R","a1",707,1,1
"R","a1",599,1,1
"R","a1",631,1,1
"R","a1",593,1,1
"R","a1",733,1,1
"R","a1",633,1,1
"R","a1",684,1,1
"R","a1",601,1,1
"R","a1",649,1,1
"R","a1",616,1,1
"R","a1",654,1,1
"R","a1",593,1,1
"R","a1",676,1,1
"R","a1",628,1,1
"R","a1",640,1,1
"R","a1",570,1,1
"R","a1",630,1,1
"R","a1",605,1,1
"R","a1",683,1,1
"R","a1",682,1,1
"R","a1",607,1,1
"R","a1",626,1,1
"R","a1",622,1,1
"R","a1",519,1,1
"R","a1",611,1,1
"R","a1",671,1,1
"R","a1",719,1,1
"R","a1",638,1,1
"R","a1",653,1,1
"R","a1",738,1,1
"R","a1",704,1,1
"R","a1",696,1,1
"R","a1",733,1,1
"R","a1",733,1,1
"R","a1",565,1,1
"R","a1",719,1,1
"R","a1",910,1,1
"R","b1",757,2,1
"R","b1",770,2,1
"R","b1",800,2,1
"R","b1",868,2,1
"R","b1",892,2,1
"R","b1",986,2,1
"R","b1",852,2,1
"R","b1",889,2,1
"R","b1",788,2,1
"R","b1",806,2,1
"R","b1",623,2,1
"R","b1",1000,2,1
"R","b1",970,2,1
"R","b1",480,2,1
"R","f1",608,6,1
"R","f1",434,6,1
"R","f1",434,6,1
"R","f1",454,6,1
"R","f1",454,6,1
"R","a1",641,1,1
"R","a1",700,1,1
"R","a1",637,1,1
"R","a1",655,1,1
"R","a1",663,1,1
"R","a1",658,1,1
"R","a1",659,1,1
"R","a1",679,1,1
"R","a1",647,1,1
"R","a1",708,1,1
"R","a1",690,1,1
"R","a1",697,1,1
"R","a1",676,1,1
"R","a1",682,1,1
"R","a1",645,1,1
"R","a1",674,1,1
"R","a1",639,1,1
"R","a1",697,1,1
"R","a1",654,1,1
"R","a1",804,1,1
"R","a1",691,1,1
"R","a1",686,1,1
"R","a1",708,1,1
"R","a1",657,1,1
"R","a1",674,1,1
"R","a1",730,1,1
"R","a1",723,1,1
"R","a1",718,1,1
"R","a1",730,1,1
"R","a1",701,1,1
"R","a1",632,1,1
"R","a1",676,1,1
"R","a1",616,1,1
"R","a1",696,1,1
"R","a1",649,1,1
"R","a1",677,1,1
"R","a1",695,1,1
"R","a1",623,1,1
"R","a1",655,1,1
"R","a1",678,1,1
"R","a1",685,1,1
"R","a1",799,1,1
"R","a1",693,1,1
"R","a1",712,1,1
"R","d4",715,4,4
"R","d4",722,4,4
"R","d4",724,4,4
"R","d4",808,4,4
"R","d4",772,4,4
"R","d4",686,4,4
"R","d4",726,4,4
"R","d4",762,4,4
"R","d4",736,4,4
"R","d4",903,4,4
"R","d4",785,4,4
"R","d4",840,4,4
"R","d4",711,4,4
"R","d4",749,4,4
"R","d4",766,4,4
"R","d4",847,4,4
"R","d4",733,4,4
"R","d4",745,4,4
"R","d4",756,4,4
"R","d4",867,4,4
"R","b1",844,2,1
"R","b1",866,2,1
"R","b1",739,2,1
"R","b1",989,2,1
"R","b1",973,2,1
"R","b1",1124,2,1
"R","a1",1006,1,1
"R","a1",1530,1,1
"R","a1",1099,1,1
"R","a1",855,1,1
"R","a1",1032,1,1
"R","a1",1222,1,1
"R","a1",973,1,1
"R","a1",462,1,1
"R","a1",553,1,1
"R","a1",520,1,1
"R","a1",633,1,1
"R","a1",668,1,1
"R","a1",660,1,1
"R","a1",693,1,1
"R","a1",678,1,1
"R","a1",663,1,1
"R","a1",641,1,1
"R","a1",612,1,1
"R","a1",701,1,1
"R","a1",689,1,1
"R","a1",660,1,1
"R","a1",642,1,1
"R","a1",653,1,1
"R","a1",657,1,1
"R","a1",676,1,1
"R","a1",653,1,1
"R","a1",706,1,1
"R","a1",730,1,1
"R","a1",715,1,1
"R","a1",705,1,1
"R","a1",694,1,1
"R","a1",790,1,1
"R","a1",687,1,1
"R","d1",654,4,1
"R","d1",723,4,1
"R","d1",708,4,1
"R","d1",745,4,1
"R","g1",638,7,1
"R","g1",670,7,1
"R","g1",731,7,1
"R","g1",678,7,1
"R","g1",695,7,1
"R","g1",723,7,1
"R","g1",747,7,1
"R","g1",746,7,1
"R","g1",699,7,1
"R","g1",708,7,1
"R","g1",743,7,1
"R","g1",700,7,1
"R","g1",686,7,1
"R","g1",654,7,1
"R","g1",514,7,1
"R","g1",753,7,1
"R","g1",730,7,1
"R","g1",730,7,1
"R","g1",784,7,1
"R","g1",752,7,1
"R","d4",747,4,4
"R","d4",813,4,4
"R","d4",912,4,4
"R","d4",759,4,4
"R","d4",755,4,4
"R","d4",768,4,4
"R","d4",714,4,4
"R","d4",757,4,4
"R","d3",670,4,3
"R","d3",690,4,3
"R","d3",740,4,3
"R","d3",746,4,3
"R","g3",733,7,3
"R","g3",715,7,3
"R","g3",735,7,3
"R","g3",718,7,3
"R","g5",761,7,5
"R","g1",714,7,1
"R","g1",778,7,1
"R","g1",813,7,1
"R","g1",745,7,1
"R","g1",746,7,1
"R","g1",764,7,1
"R","g1",845,7,1
"R","g1",660,7,1
"R","g1",791,7,1
"R","h1",866,8,1
"R","h1",711,8,1
"R","h1",879,8,1
"R","h1",853,8,1
"R","h1",804,8,1
"R","d1",804,4,1
"R","d1",807,4,1
"R","d8",761,4,8
"R","a1",668,1,1
"R","a1",638,1,1
"R","a1",636,1,1
"R","a1",651,1,1
"R","a1",581,1,1
"R","a1",588,1,1
"R","a1",546,1,1
"R","a1",614,1,1
"R","a1",638,1,1
"R","a1",653,1,1
"R","a1",619,1,1
"R","a1",662,1,1
"R","a1",653,1,1
"R","a1",708,1,1
"R","a1",616,1,1
"R","a1",668,1,1
"R","a1",644,1,1
"R","a1",730,1,1
"R","a1",676,1,1
"R","a1",701,1,1
"R","a1",689,1,1
"R","a1",696,1,1
"R","a1",710,1,1
"R","a1",711,1,1
"R","c1",697,3,1
"R","c1",707,3,1
"R","c1",684,3,1
"R","c1",729,3,1
"R","c1",725,3,1
"R","c1",700,3,1
"R","c1",701,3,1
"R","c1",753,3,1
"R","c1",721,3,1
"R","c1",730,3,1
"R","c1",671,3,1
"R","c1",745,3,1
"R","c1",722,3,1
"R","c1",721,3,1
"R","c1",713,3,1
"R","c1",761,3,1
"R","c1",606,3,1
"R","c1",722,3,1
"R","c1",677,3,1
"R","c1",874,3,1
"R","c8",62,3,8
"R","d1",838,4,1
"R","d1",995,4,1
"R","d1",642,4,1
"R","d1",685,4,1
"R","d1",774,4,1
"R","d1",730,4,1
"R","a1",668,1,1
"R","a1",685,1,1
"R","a1",645,1,1
"R","a1",672,1,1
"R","a1",645,1,1
"R","a1",624,1,1
"R","a1",673,1,1
"R","a1",634,1,1
"R","a1",667,1,1
"R","a1",638,1,1
"R","a1",525,1,1
"R","a1",602,1,1
"R","a1",602,1,1
"R","a1",594,1,1
"R","a1",638,1,1
"R","a1",600,1,1
"R","a1",594,1,1
"R","a1",646,1,1
"R","a1",729,1,1
"R","a1",669,1,1
"R","a1",755,1,1
"R","a1",617,1,1
"R","a1",533,1,1
"R","a1",668,1,1
"R","a1",632,1,1
"R","a1",663,1,1
"R","a1",119,1,1
"R","a1",527,1,1
"R","a1",278,1,1
"R","a1",663,1,1
"R","a1",600,1,1
"R","a1",650,1,1
"R","a1",731,1,1
"R","a1",715,1,1
"R","a1",598,1,1
"R","a1",669,1,1
"R","a1",405,1,1
"R","a1",174,1,1
"R","a1",186,1,1
"R","a1",185,1,1
"R","a1",206,1,1
"R","a1",612,1,1
"R","a1",627,1,1
"R","a1",630,1,1
"R","a1",653,1,1
"R","a1",668,1,1
"R","a1",666,1,1
"R","a1",629,1,1
"R","a1",637,1,1
"R","a1",636,1,1
"R","a1",670,1,1
"R","a1",622,1,1
"R","a1",641,1,1
"R","a1",653,1,1
"R","a1",722,1,1
"R","a1",602,1,1
"R","a1",602,1,1
"R","a1",646,1,1
"R","a1",706,1,1
"R","a1",638,1,1
"R","a1",601,1,1
"R","a1",585,1,1
"R","a1",608,1,1
"R","a1",602,1,1
"R","a1",616,1,1
"R","a1",602,1,1
"R","a1",625,1,1
"R","a1",580,1,1
"R","a1",661,1,1
"R","a1",609,1,1
"R","a1",648,1,1
"R","a1",708,1,1
"R","a1",731,1,1
"R","a1",641,1,1
"R","a1",713,1,1
"R","a1",670,1,1
"R","a1",686,1,1
"R","a1",703,1,1
"R","a1",670,1,1
"R","a1",671,1,1
"R","a1",615,1,1
"R","a1",468,1,1
"R","a1",584,1,1
"R","a1",539,1,1
"R","a1",584,1,1
"R","a1",672,1,1
"R","a1",681,1,1
"R","b1",224,2,1
"R","b1",692,2,1
"R","b1",774,2,1
"R","b1",654,2,1
"R","b1",689,2,1
"R","b1",743,2,1
"R","b1",661,2,1
"R","b1",742,2,1
"R","b1",731,2,1
"R","b1",863,2,1
"R","b1",838,2,1
"R","b1",995,2,1
"R","b1",935,2,1
"R","b1",767,2,1
"R","b1",820,2,1
"R","b1",694,2,1
"R","b1",674,2,1
"R","b1",561,2,1
"R","b1",615,2,1
"R","b1",564,2,1
"R","b6",257,2,6
"R","d4",492,4,4
"R","a1",668,1,1
"R","a1",685,1,1
"R","a1",645,1,1
"R","a1",692,1,1
"R","a1",639,1,1
"R","a1",661,1,1
"R","a1",654,1,1
"R","a1",693,1,1
"R","a1",676,1,1
"R","a1",656,1,1
"R","a1",672,1,1
"R","a1",668,1,1
"R","a1",674,1,1
"R","a1",674,1,1
"R","a1",660,1,1
"R","a1",653,1,1
"R","a1",630,1,1
"R","a1",661,1,1
"R","a1",646,1,1
"R","a1",675,1,1
"R","a1",629,1,1
"R","a1",729,1,1
"R","a1",708,1,1
"R","a1",684,1,1
"R","a1",646,1,1
"R","a1",723,1,1
"R","a1",567,1,1
"R","a1",630,1,1
"R","b1",600,2,1
"R","b1",362,2,1
"R","b1",398,2,1
"R","f1",874,6,1
"R","b1",566,2,1
"R","b1",562,2,1
"R","b1",508,2,1
"R","b1",592,2,1
"R","b1",582,2,1
"R","b1",592,2,1
"R","b1",418,2,1
"R","b1",522,2,1
"R","b1",365,2,1
"R","b1",762,2,1
"R","b1",724,2,1
"R","b1",727,2,1
"R","b1",614,2,1
"R","b1",612,2,1
"R","b1",618,2,1
"R","b1",644,2,1
"R","b1",654,2,1
"R","b1",672,2,1
"R","b1",577,2,1
"R","b1",639,2,1
"R","a1",513,1,1
"R","a1",639,1,1
"R","a1",704,1,1
"R","a1",721,1,1
"R","a7",623,1,7
"R","a7",627,1,7
"R","a7",671,1,7
"R","a7",815,1,7
"R","c7",733,3,7
"R","c7",541,3,7
"R","c6",685,3,6
"R","c6",730,3,6
"R","c6",684,3,6
"R","c6",652,3,6
"R","c7",739,3,7
"R","c7",684,3,7
"R","g7",523,7,7
"R","g7",610,7,7
"R","g7",647,7,7
"R","g7",612,7,7
"R","g8",709,7,8
"R","g8",541,7,8
"R","e8",752,5,8
"R","e8",795,5,8
"R","e8",989,5,8
"R","e8",877,5,8
"R","e8",931,5,8
"R","e8",738,5,8
"R","a1",641,1,1
"R","a1",673,1,1
"R","a1",631,1,1
"R","a1",668,1,1
"R","a1",677,1,1
"R","a1",671,1,1
"R","a1",692,1,1
"R","a1",682,1,1
"R","a1",652,1,1
"R","a1",632,1,1
"R","a1",651,1,1
"R","a1",678,1,1
"R","a1",615,1,1
"R","a1",646,1,1
"R","a1",613,1,1
"R","a1",655,1,1
"R","a1",625,1,1
"R","a1",662,1,1
"R","a1",644,1,1
"R","a1",640,1,1
"R","a1",670,1,1
"R","a1",1014,1,1
"R","a1",616,1,1
"R","a1",640,1,1
"R","a1",593,1,1
"R","a1",631,1,1
"R","a1",632,1,1
"R","a1",628,1,1
"R","a1",664,1,1
"R","a1",723,1,1
"R","c1",639,3,1
"R","c1",721,3,1
"R","c1",669,3,1
"R","c1",730,3,1
"R","c1",698,3,1
"R","e1",709,5,1
"R","c1",700,3,1
"R","c1",707,3,1
"R","c1",713,3,1
"R","c1",723,3,1
"R","c1",615,3,1
"R","c1",671,3,1
"R","c1",730,3,1
"R","c1",696,3,1
"R","c1",668,3,1
"R","c1",677,3,1
"R","c1",694,3,1
"R","c1",869,3,1
"R","c1",855,3,1
"R","c1",952,3,1
"R","c1",1000,3,1
"R","c1",862,3,1
"R","c1",1096,3,1
"R","c1",1215,3,1
"R","c1",1183,3,1
"R","c1",1206,3,1
"R","b1",722,2,1
"R","b1",837,2,1
"R","c1",850,3,1
"R","c1",823,3,1
"R","c7",850,3,7
"R","c7",933,3,7
"R","c7",845,3,7
"R","c7",949,3,7
"R","c7",832,3,7
"R","c7",846,3,7
"R","c7",839,3,7
"R","c7",896,3,7
"R","c7",775,3,7
"R","c7",903,3,7
"R","c7",782,3,7
"R","c7",751,3,7
"R","h7",805,8,7
"R","h7",776,8,7
"R","h7",782,8,7
"R","h7",659,8,7
"R","h7",632,8,7
"R","h7",670,8,7
"R","h7",621,8,7
"R","h7",647,8,7
"R","b7",633,2,7
"R","b7",395,2,7
"R","b7",387,2,7
"R","b7",375,2,7
"R","b7",458,2,7
"R","b7",611,2,7
"R","b7",720,2,7
"R","b7",638,2,7
"R","b7",702,2,7
"R","b7",440,2,7
"R","b7",453,2,7
"R","b7",482,2,7
"R","b7",533,2,7
"R","b7",542,2,7
"R","b5",551,2,5
"R","b5",561,2,5
"R","d5",247,4,5
"R","d5",257,4,5
"R","d5",243,4,5
"R","d5",265,4,5
"R","h5",272,8,5
"R","h5",270,8,5
"R","a5",270,1,5
"R","a5",323,1,5
"R","a6",268,1,6
"R","a6",327,1,6
"R","a6",236,1,6
"R","a6",233,1,6
"R","a6",233,1,6
"R","a6",236,1,6
"R","a6",233,1,6
"R","a6",236,1,6
"R","f6",233,6,6
"R","f6",233,6,6
"R","f6",233,6,6
"R","f6",250,6,6
"R","f6",241,6,6
"R","f6",834,6,6
"R","f6",860,6,6
"R","f7",870,6,7
"R","f7",849,6,7
"R","b7",479,2,7
"R","a1",668,1,1
"R","a1",676,1,1
"R","a1",668,1,1
"R","a1",702,1,1
"R","a1",668,1,1
"R","a1",722,1,1
"R","a1",656,1,1
"R","a1",639,1,1
"R","a1",685,1,1
"R","a1",654,1,1
"R","a1",690,1,1
"R","a1",677,1,1
"R","a1",684,1,1
"R","a1",669,1,1
"R","a1",692,1,1
"R","a1",668,1,1
"R","a1",664,1,1
"R","a1",676,1,1
"R","a1",653,1,1
"R","a1",745,1,1
"R","a1",624,1,1
"R","a1",779,1,1
"R","a1",654,1,1
"R","a1",768,1,1
"R","a1",609,1,1
"R","a1",681,1,1
"R","a1",686,1,1
"R","a1",680,1,1
"R","a1",714,1,1
"R","a1",699,1,1
"R","a1",559,1,1
"R","a1",745,1,1
"R","d1",556,4,1
"R","d1",671,4,1
"R","d1",468,4,1
"R","d1",500,4,1
"R","d1",524,4,1
"R","d1",505,4,1
"R","e2",485,5,2
"R","e2",480,5,2
"R","e2",556,5,2
"R","e2",519,5,2
"R","e2",531,5,2
"R","e2",508,5,2
"R","e2",477,5,2
"R","e2",495,5,2
"R","e2",506,5,2
"R","e2",496,5,2
"R","e2",471,5,2
"R","e2",461,5,2
"R","e2",485,5,2
"R","e2",500,5,2
"R","e2",516,5,2
"R","e2",556,5,2
"R","e4",1051,5,4
"R","e4",531,5,4
"R","e4",1076,5,4
"R","e4",952,5,4
"R","e4",544,5,4
"R","e4",492,5,4
"R","e4",484,5,4
"R","e4",501,5,4
"R","e4",462,5,4
"R","e4",479,5,4
"R","e4",493,5,4
"R","e4",1020,5,4
"R","e4",381,5,4
"R","e4",502,5,4
"R","e4",439,5,4
"R","a1",668,1,1
"R","a1",666,1,1
"R","a1",629,1,1
"R","a1",682,1,1
"R","a1",627,1,1
"R","a1",651,1,1
"R","a1",629,1,1
"R","a1",646,1,1
"R","a1",623,1,1
"R","a1",636,1,1
"R","a1",677,1,1
"R","a1",643,1,1
"R","a1",720,1,1
"R","a1",684,1,1
"R","a1",681,1,1
"R","a1",672,1,1
"R","a1",649,1,1
"R","a1",640,1,1
"R","a1",668,1,1
"R","a1",683,1,1
"R","a1",703,1,1
"R","a1",706,1,1
"R","a1",704,1,1
"R","a1",705,1,1
"R","a1",707,1,1
"R","a1",675,1,1
"R","c1",685,3,1
"R","c1",702,3,1
"R","c1",677,3,1
"R","c1",701,3,1
"R","c1",700,3,1
"R","c1",684,3,1
"R","c1",700,3,1
"R","c1",730,3,1
"R","c1",752,3,1
"R","c1",763,3,1
"R","d1",739,4,1
"R","d1",793,4,1
"R","d1",791,4,1
"R","d1",797,4,1
"R","d1",717,4,1
"R","d1",761,4,1
"R","d1",715,4,1
"R","d1",776,4,1
"R","d1",785,4,1
"R","d1",729,4,1
"R","d1",766,4,1
"R","d1",857,4,1
"R","d1",830,4,1
"R","d1",796,4,1
"R","d1",722,4,1
"R","d1",751,4,1
"R","d1",736,4,1
"R","d1",761,4,1
"R","d1",738,4,1
"R","d1",769,4,1
"R","d1",755,4,1
"R","d1",707,4,1
"R","d1",727,4,1
"R","d1",784,4,1
"R","d1",701,4,1
"R","d1",776,4,1
"R","d1",757,4,1
"R","d1",1088,4,1
"R","d1",743,4,1
"R","d1",804,4,1
"R","d1",825,4,1
"R","d1",888,4,1
"R","d1",1367,4,1
"R","d1",786,4,1
"R","d1",1413,4,1
"R","d1",807,4,1
"R","d1",968,4,1
"R","d1",875,4,1
"R","d1",880,4,1
"R","d1",854,4,1
"R","d6",943,4,6
"R","d6",1168,4,6
"R","c6",648,3,6
"R","e1",398,5,1
"R","e1",405,5,1
"R","a1",668,1,1
"R","a1",666,1,1
"R","a1",629,1,1
"R","a1",682,1,1
"R","a1",667,1,1
"R","a1",676,1,1
"R","a1",622,1,1
"R","a1",653,1,1
"R","a1",679,1,1
"R","a1",657,1,1
"R","a1",512,1,1
"R","a1",651,1,1
"R","a1",637,1,1
"R","a1",660,1,1
"R","a1",587,1,1
"R","a1",713,1,1
"R","a1",675,1,1
"R","a1",717,1,1
"R","a1",745,1,1
"R","a1",644,1,1
"R","a1",781,1,1
"R","a1",716,1,1
"R","a1",653,1,1
"R","a1",774,1,1
"R","a1",726,1,1
"R","a1",603,1,1
"R","a1",678,1,1
"R","a1",676,1,1
"R","a1",629,1,1
"R","a1",638,1,1
"R","a1",609,1,1
"R","a1",600,1,1
"R","a1",547,1,1
"R","a1",691,1,1
"R","d1",614,4,1
"R","d1",663,4,1
"R","d1",546,4,1
"R","d1",616,4,1
"R","d5",1023,4,5
"R","d5",640,4,5
"R","d8",47,4,8
"R","f1",623,6,1
"R","f1",652,6,1
"R","f1",609,6,1
"R","f1",585,6,1
"R","f1",652,6,1
"R","f1",645,6,1
"R","f1",639,6,1
"R","f1",564,6,1
"R","f1",576,6,1
"R","e1",581,5,1
"R","e1",553,5,1
"R","e1",593,5,1
"R","e1",586,5,1
"R","e1",594,5,1
"R","e1",562,5,1
"R","e4",547,5,4
"R","e4",900,5,4
"R","e4",579,5,4
"R","e4",600,5,4
"R","e4",635,5,4
"R","e4",739,5,4
"R","e4",650,5,4
"R","e4",564,5,4
"R","e4",582,5,4
"R","a4",678,1,4
"R","a4",579,1,4
"R","a4",488,1,4
"R","a4",962,1,4
"R","a4",739,1,4
"R","a5",731,1,5
"R","a5",455,1,5
"R","a1",641,1,1
"R","a1",673,1,1
"R","a1",665,1,1
"R","a1",648,1,1
"R","a1",635,1,1
"R","a1",662,1,1
"R","a1",655,1,1
"R","a1",671,1,1
"R","a1",617,1,1
"R","a1",636,1,1
"R","a1",678,1,1
"R","a1",661,1,1
"R","a1",654,1,1
"R","a1",698,1,1
"R","a1",569,1,1
"R","a1",618,1,1
"R","a1",626,1,1
"R","a1",643,1,1
"R","a1",651,1,1
"R","a1",683,1,1
"R","a1",745,1,1
"R","a1",651,1,1
"R","a1",654,1,1
"R","a1",721,1,1
"R","a1",619,1,1
"R","a1",624,1,1
"R","d1",632,4,1
"R","d1",725,4,1
"R","d1",801,4,1
"R","d1",791,4,1
"R","d1",885,4,1
"R","d1",754,4,1
"R","d1",699,4,1
"R","d1",761,4,1
"R","d1",785,4,1
"R","d1",815,4,1
"R","d1",761,4,1
"R","d1",754,4,1
"R","d1",700,4,1
"R","d1",738,4,1
"R","d1",663,4,1
"R","d1",678,4,1
"R","d1",700,4,1
"R","d1",703,4,1
"R","d1",692,4,1
"R","d1",657,4,1
"R","d1",615,4,1
"R","d1",702,4,1
"R","d1",633,4,1
"R","d1",638,4,1
"R","d1",608,4,1
"R","d1",633,4,1
"R","d1",626,4,1
"R","d1",612,4,1
"R","d1",569,4,1
"R","d1",707,4,1
"R","d1",654,4,1
"R","d1",670,4,1
"R","d1",638,4,1
"R","d1",593,4,1
"R","e1",66,5,1
"R","a1",668,1,1
"R","a1",666,1,1
"R","a1",600,1,1
"R","a1",637,1,1
"R","a1",626,1,1
"R","a1",646,1,1
"R","a1",645,1,1
"R","a1",648,1,1
"R","a1",601,1,1
"R","a1",647,1,1
"R","a1",657,1,1
"R","a1",681,1,1
"R","a1",639,1,1
"R","a1",680,1,1
"R","a1",597,1,1
"R","a1",608,1,1
"R","a1",654,1,1
"R","a1",653,1,1
"R","a1",653,1,1
"R","a1",709,1,1
"R","a1",746,1,1
"R","a1",712,1,1
"R","c1",658,3,1
"R","c1",768,3,1
"R","c1",647,3,1
"R","c1",653,3,1
"R","c1",649,3,1
"R","c1",776,3,1
"R","c1",601,3,1
"R","c1",663,3,1
"R","c1",730,3,1
"R","c1",713,3,1
"R","c1",685,3,1
"R","c1",676,3,1
"R","c1",661,3,1
"R","c1",729,3,1
"R","c1",786,3,1
"R","c1",813,3,1
"R","c4",753,3,4
"R","c4",905,3,4
"R","c4",624,3,4
"R","c4",607,3,4
"R","c4",662,3,4
"R","c4",722,3,4
"R","c4",676,3,4
"R","c4",997,3,4
"R","c4",1039,3,4
"R","c4",843,3,4
"R","c4",846,3,4
"R","a1",641,1,1
"R","a1",636,1,1
"R","a1",630,1,1
"R","a1",684,1,1
"R","a1",678,1,1
"R","a1",640,1,1
"R","a1",660,1,1
"R","a1",647,1,1
"R","a1",676,1,1
"R","a1",659,1,1
"R","a1",668,1,1
"R","a1",706,1,1
"R","a1",740,1,1
"R","a1",743,1,1
"R","a1",663,1,1
"R","a1",648,1,1
"R","a1",710,1,1
"R","a1",700,1,1
"R","a1",629,1,1
"R","a1",627,1,1
"R","a1",637,1,1
"R","a1",678,1,1
"R","a1",646,1,1
"R","a1",754,1,1
"R","a1",585,1,1
"R","a1",669,1,1
"R","a1",662,1,1
"R","a1",642,1,1
"R","a1",654,1,1
"R","a1",686,1,1
"R","a1",761,1,1
"R","a1",657,1,1
"R","a1",662,1,1
"R","a1",639,1,1
"R","a1",752,1,1
"R","a1",768,1,1
"R","a1",671,1,1
"R","a1",669,1,1
"R","a1",630,1,1
"R","a1",723,1,1
"R","a1",1154,1,1
"R","a1",1218,1,1
"R","a1",662,1,1
"R","a1",600,1,1
"R","a1",550,1,1
"R","a1",563,1,1
"R","d1",550,4,1
"R","d1",571,4,1
"R","d1",771,4,1
"R","d1",724,4,1
"R","d1",895,4,1
"R","d1",577,4,1
"R","d4",322,4,4
"R","f1",1691,6,1
"R","f1",965,6,1
"R","f1",905,6,1
"R","f1",866,6,1
"R","a1",641,1,1
"R","a1",634,1,1
"R","a1",626,1,1
"R","a1",647,1,1
"R","a1",638,1,1
"R","a1",596,1,1
"R","a1",641,1,1
"R","a1",648,1,1
"R","a1",667,1,1
"R","a1",660,1,1
"R","a1",797,1,1
"R","a1",648,1,1
"R","a1",600,1,1
"R","a1",470,1,1
"R","a1",563,1,1
"R","a1",616,1,1
"R","a1",563,1,1
"R","a1",625,1,1
"R","a1",603,1,1
"R","a1",631,1,1
"R","a1",586,1,1
"R","a1",699,1,1
"R","a1",579,1,1
"R","a1",623,1,1
"R","a1",601,1,1
"R","a1",638,1,1
"R","a1",615,1,1
"R","a1",638,1,1
"R","a1",694,1,1
"R","a1",669,1,1
"R","a1",709,1,1
"R","a1",707,1,1
"R","a1",694,1,1
"R","a1",721,1,1
"R","a1",724,1,1
"R","a1",738,1,1
"R","a1",681,1,1
"R","a1",723,1,1
"R","a1",700,1,1
"R","a1",773,1,1
"R","a1",690,1,1
"R","a1",702,1,1
"R","a1",638,1,1
"R","a1",746,1,1
"R","a1",709,1,1
"R","a1",720,1,1
"R","a1",692,1,1
"R","a1",858,1,1
"R","a1",1022,1,1
"R","a1",368,1,1
"R","a1",390,1,1
"R","a1",616,1,1
"R","a1",776,1,1
"R","a1",679,1,1
"R","d1",892,4,1
"R","d1",961,4,1
"R","d1",853,4,1
"R","d1",845,4,1
"R","d1",801,4,1
"R","d1",798,4,1
"R","d1",827,4,1
"R","d1",774,4,1
"R","d1",780,4,1
"R","d1",729,4,1
"R","d1",767,4,1
"R","d1",767,4,1
"R","f1",881,6,1
"R","f1",829,6,1
"R","f1",769,6,1
"R","f1",762,6,1
"R","f1",761,6,1
"R","f1",724,6,1
"R","f1",819,6,1
"R","a1",668,1,1
"R","a1",712,1,1
"R","a1",656,1,1
"R","a1",699,1,1
"R","a1",670,1,1
"R","a1",719,1,1
"R","a1",653,1,1
"R","a1",693,1,1
"R","a1",683,1,1
"R","a1",707,1,1
"R","a1",692,1,1
"R","a1",694,1,1
"R","a1",705,1,1
"R","a1",670,1,1
"R","a1",600,1,1
"R","a1",407,1,1
"R","a1",596,1,1
"R","a1",572,1,1
"R","a1",575,1,1
"R","a1",736,1,1
"R","a1",656,1,1
"R","a1",678,1,1
"R","a1",699,1,1
"R","a1",816,1,1
"R","a1",693,1,1
"R","a1",1054,1,1
"R","a1",727,1,1
"R","a1",1134,1,1
"R","a1",717,1,1
"R","a1",962,1,1
"R","a1",746,1,1
"R","a1",1008,1,1
"R","a1",818,1,1
"R","a1",928,1,1
"R","a1",874,1,1
"R","a1",882,1,1
"R","d1",654,4,1
"R","d1",902,4,1
"R","d1",1192,4,1
"R","d1",1037,4,1
"R","d1",1000,4,1
"R","d1",1013,4,1
"R","d1",1335,4,1
"R","d1",819,4,1
"R","d3",684,4,3
"R","d3",698,4,3
"R","d3",605,4,3
"R","d3",584,4,3
"R","d3",624,4,3
"R","d3",666,4,3
"R","d3",1167,4,3
"R","d3",470,4,3
"R","d2",822,4,2
"R","d2",392,4,2
"R","d2",683,4,2
"R","d1",1018,4,1
"R","d2",716,4,2
"R","d2",458,4,2
"R","d2",709,4,2
"R","d2",831,4,2
"R","e2",198,5,2
"R","a1",641,1,1
"R","a1",686,1,1
"R","a1",653,1,1
"R","a1",768,1,1
"R","a1",691,1,1
"R","a1",655,1,1
"R","a1",658,1,1
"R","a1",615,1,1
"R","a1",722,1,1
"R","a1",599,1,1
"R","a1",623,1,1
"R","a1",601,1,1
"R","a1",669,1,1
"R","a1",707,1,1
"R","a1",554,1,1
"R","a1",642,1,1
"R","a1",616,1,1
"R","a1",579,1,1
"R","a1",553,1,1
"R","a1",620,1,1
"R","a1",683,1,1
"R","a1",666,1,1
"R","a1",835,1,1
"R","a1",766,1,1
"R","a1",745,1,1
"R","a1",787,1,1
"R","a1",692,1,1
"R","a1",720,1,1
"R","d1",843,4,1
