"target_piece","loc_removed","remove_value","file_removed","rank_removed"
"N","d5",565,4,5
"N","d5",564,4,5
"N","d5",591,4,5
"N","d5",641,4,5
"N","d5",584,4,5
"N","d5",569,4,5
"N","d5",528,4,5
"N","d5",600,4,5
"N","d5",592,4,5
"N","d5",583,4,5
"N","d5",570,4,5
"N","d5",592,4,5
"N","e3",630,5,3
"N","e3",593,5,3
"N","g2",561,7,2
"N","g2",572,7,2
"N","h4",506,8,4
"N","b1",593,2,1
"N","b1",477,2,1
"N","b1",530,2,1
"N","b1",487,2,1
"N","b1",507,2,1
"N","b1",507,2,1
"N","b1",490,2,1
"N","b1",431,2,1
"N","b1",511,2,1
"N","b1",492,2,1
"N","b1",528,2,1
"N","b1",491,2,1
"N","b1",499,2,1
"N","b1",514,2,1
"N","c3",537,3,3
"N","c3",548,3,3
"N","c3",536,3,3
"N","c3",494,3,3
"N","c3",474,3,3
"N","c3",469,3,3
"N","d5",530,4,5
"N","d5",515,4,5
"N","f6",319,6,6
"N","f3",512,6,3
"N","e5",539,5,5
"N","b1",441,2,1
"N","b1",453,2,1
"N","b1",440,2,1
"N","b1",433,2,1
"N","b1",442,2,1
"N","b1",424,2,1
"N","b1",454,2,1
"N","b1",458,2,1
"N","c3",542,3,3
"N","c3",540,3,3
"N","c3",517,3,3
"N","c3",525,3,3
"N","c3",562,3,3
"N","c3",515,3,3
"N","c3",558,3,3
"N","c3",501,3,3
"N","c3",593,3,3
"N","c3",544,3,3
"N","c3",613,3,3
"N","c3",498,3,3
"N","c3",500,3,3
"N","c3",514,3,3
"N","c3",500,3,3
"N","c3",485,3,3
"N","c3",525,3,3
"N","c3",504,3,3
"N","e2",497,5,2
"N","e2",499,5,2
"N","e2",503,5,2
"N","e2",502,5,2
"N","e2",482,5,2
"N","f4",608,6,4
"N","f4",502,6,4
"N","f4",551,6,4
"N","f4",592,6,4
"N","f4",576,6,4
"N","f4",523,6,4
"N","f4",532,6,4
"N","b1",593,2,1
"N","b1",518,2,1
"N","b1",478,2,1
"N","b1",486,2,1
"N","b1",540,2,1
"N","b1",391,2,1
"N","b1",514,2,1
"N","b1",544,2,1
"N","c3",615,3,3
"N","c3",614,3,3
"N","c3",472,3,3
"N","c3",576,3,3
"N","b3",456,2,3
"N","b3",462,2,3
"N","b3",486,2,3
"N","b3",461,2,3
"N","b3",497,2,3
"N","b3",469,2,3
"N","b3",480,2,3
"N","b3",507,2,3
"N","b3",485,2,3
"N","b3",552,2,3
"N","b3",561,2,3
"N","b3",545,2,3
"N","b3",467,2,3
"N","b3",487,2,3
"N","b3",506,2,3
"N","b3",534,2,3
"N","b3",518,2,3
"N","b3",560,2,3
"N","b3",532,2,3
"N","b3",509,2,3
"N","a5",499,1,5
"N","a5",563,1,5
"N","a5",558,1,5
"N","a5",573,1,5
"N","a5",514,1,5
"N","a5",710,1,5
"N","a5",609,1,5
"N","a5",543,1,5
"N","a5",586,1,5
"N","a5",648,1,5
"N","b3",545,2,3
"N","b3",532,2,3
"N","b3",569,2,3
"N","b3",568,2,3
"N","b3",510,2,3
"N","b3",526,2,3
"N","b3",466,2,3
"N","b3",472,2,3
"N","b3",562,2,3
"N","b3",584,2,3
"N","b3",718,2,3
"N","b3",578,2,3
"N","c5",748,3,5
"N","c5",740,3,5
"N","c5",746,3,5
"N","c5",707,3,5
"N","e6",862,5,6
"N","e6",230,5,6
"N","d8",1317,4,8
"N","d8",582,4,8
"N","d8",1459,4,8
"N","b1",486,2,1
"N","b1",536,2,1
"N","b1",584,2,1
"N","b1",526,2,1
"N","b1",558,2,1
"N","b1",522,2,1
"N","b1",423,2,1
"N","b1",456,2,1
"N","b1",444,2,1
"N","b1",454,2,1
"N","b1",458,2,1
"N","b1",484,2,1
"N","b1",466,2,1
"N","b1",470,2,1
"N","b1",398,2,1
"N","b1",464,2,1
"N","d2",478,4,2
"N","d2",502,4,2
"N","d2",765,4,2
"N","d2",463,4,2
"N","d2",471,4,2
"N","d2",487,4,2
"N","d2",954,4,2
"N","d2",923,4,2
"N","c4",484,3,4
"N","c4",492,3,4
"N","c4",508,3,4
"N","c4",431,3,4
"N","e3",454,5,3
"N","e3",491,5,3
"N","e3",526,5,3
"N","e3",577,5,3
"N","e3",551,5,3
"N","e3",600,5,3
"N","d5",600,4,5
"N","d5",575,4,5
"N","d5",605,4,5
"N","d5",623,4,5
"N","d5",682,4,5
"N","d5",603,4,5
"N","d5",628,4,5
"N","d5",676,4,5
"N","d5",641,4,5
"N","d5",736,4,5
"N","d5",701,4,5
"N","d5",704,4,5
"N","d5",919,4,5
"N","d5",821,4,5
"N","e3",571,5,3
"N","e3",696,5,3
"N","e3",692,5,3
"N","e3",717,5,3
"N","d5",899,4,5
"N","d5",691,4,5
"N","d5",664,4,5
"N","d5",763,4,5
"N","d5",648,4,5
"N","d5",678,4,5
"N","d5",699,4,5
"N","d5",729,4,5
"N","d5",738,4,5
"N","d5",844,4,5
"N","f4",889,6,4
"N","f4",897,6,4
"N","e6",71,5,6
"N","b1",593,2,1
"N","b1",506,2,1
"N","b1",430,2,1
"N","b1",457,2,1
"N","b1",478,2,1
"N","b1",470,2,1
"N","b1",471,2,1
"N","b1",504,2,1
"N","b1",541,2,1
"N","b1",222,2,1
"N","c3",537,3,3
"N","c3",551,3,3
"N","c3",559,3,3
"N","c3",577,3,3
"N","c3",553,3,3
"N","c3",564,3,3
"N","c3",519,3,3
"N","c3",579,3,3
"N","c3",557,3,3
"N","c3",420,3,3
"N","c3",490,3,3
"N","c3",466,3,3
"N","c3",444,3,3
"N","c3",455,3,3
"N","c3",477,3,3
"N","c3",468,3,3
"N","c3",423,3,3
"N","c3",577,3,3
"N","c3",775,3,3
"N","c3",738,3,3
"N","c3",532,3,3
"N","c3",597,3,3
"N","c3",428,3,3
"N","c3",432,3,3
"N","c3",455,3,3
"N","c3",412,3,3
"N","e4",991,5,4
"N","b1",593,2,1
"N","b1",472,2,1
"N","b1",482,2,1
"N","b1",489,2,1
"N","b1",481,2,1
"N","b1",456,2,1
"N","b1",465,2,1
"N","b1",499,2,1
"N","b1",495,2,1
"N","b1",471,2,1
"N","b1",353,2,1
"N","b1",479,2,1
"N","b1",456,2,1
"N","b1",454,2,1
"N","b1",504,2,1
"N","b1",456,2,1
"N","b1",454,2,1
"N","b1",439,2,1
"N","c3",494,3,3
"N","c3",546,3,3
"N","c3",517,3,3
"N","c3",523,3,3
"N","e4",537,5,4
"N","e4",535,5,4
"N","e4",582,5,4
"N","e4",538,5,4
"N","e4",552,5,4
"N","e4",579,5,4
"N","f6",669,6,6
"N","f6",602,6,6
"N","e4",531,5,4
"N","e4",598,5,4
"N","d6",622,4,6
"N","d6",717,4,6
"N","c8",31,3,8
"N","f3",500,6,3
"N","f3",568,6,3
"N","f3",471,6,3
"N","f3",593,6,3
"N","f3",571,6,3
"N","f3",492,6,3
"N","f3",516,6,3
"N","f3",531,6,3
"N","f3",533,6,3
"N","f3",536,6,3
"N","f3",523,6,3
"N","f3",509,6,3
"N","f3",416,6,3
"N","f3",485,6,3
"N","f3",411,6,3
"N","f3",434,6,3
"N","f3",634,6,3
"N","f3",422,6,3
"N","f3",800,6,3
"N","f3",900,6,3
"N","b1",486,2,1
"N","b1",512,2,1
"N","b1",524,2,1
"N","b1",521,2,1
"N","b1",444,2,1
"N","b1",513,2,1
"N","b1",500,2,1
"N","b1",498,2,1
"N","b1",463,2,1
"N","b1",476,2,1
"N","b1",482,2,1
"N","b1",504,2,1
"N","b1",464,2,1
"N","b1",470,2,1
"N","b1",507,2,1
"N","b1",447,2,1
"N","b1",380,2,1
"N","b1",393,2,1
"N","b1",393,2,1
"N","b1",378,2,1
"N","b1",356,2,1
"N","b1",382,2,1
"N","b1",353,2,1
"N","b1",349,2,1
"N","b1",380,2,1
"N","b1",364,2,1
"N","b1",305,2,1
"N","b1",336,2,1
"N","b1",350,2,1
"N","b1",310,2,1
"N","d2",380,4,2
"N","d2",316,4,2
"N","d2",359,4,2
"N","d2",274,4,2
"N","d2",289,4,2
"N","d2",275,4,2
"N","e4",315,5,4
"N","e4",144,5,4
"N","e4",303,5,4
"N","e4",337,5,4
"N","e4",353,5,4
"N","e4",355,5,4
"N","e4",323,5,4
"N","e4",524,5,4
"N","e4",487,5,4
"N","e4",532,5,4
"N","e4",352,5,4
"N","e4",392,5,4
"N","f2",464,6,2
"N","f2",515,6,2
"N","f2",406,6,2
"N","f2",401,6,2
"N","f2",421,6,2
"N","f2",425,6,2
"N","f2",466,6,2
"N","f2",508,6,2
"N","d3",457,4,3
"N","d3",414,4,3
"N","e5",61,5,5
"N","b1",593,2,1
"N","b1",518,2,1
"N","b1",478,2,1
"N","b1",479,2,1
"N","b1",476,2,1
"N","b1",505,2,1
"N","b1",484,2,1
"N","b1",502,2,1
"N","c3",597,3,3
"N","c3",505,3,3
"N","c3",519,3,3
"N","c3",491,3,3
"N","c3",490,3,3
"N","c3",475,3,3
"N","c3",538,3,3
"N","c3",508,3,3
"N","c3",501,3,3
"N","c3",433,3,3
"N","c3",476,3,3
"N","c3",507,3,3
"N","c3",432,3,3
"N","c3",607,3,3
"N","c3",579,3,3
"N","c3",587,3,3
"N","b5",729,2,5
"N","b5",734,2,5
"N","c3",554,3,3
"N","c3",524,3,3
"N","c3",525,3,3
"N","c3",495,3,3
"N","c3",531,3,3
"N","c3",564,3,3
"N","c3",623,3,3
"N","c3",394,3,3
"N","c3",328,3,3
"N","c3",371,3,3
"N","c3",441,3,3
"N","c3",397,3,3
"N","c3",541,3,3
"N","c3",348,3,3
"N","c3",462,3,3
"N","c3",441,3,3
"N","d5",83,4,5
"N","b1",593,2,1
"N","b1",506,2,1
"N","b1",430,2,1
"N","b1",457,2,1
"N","b1",478,2,1
"N","b1",470,2,1
"N","b1",471,2,1
"N","b1",471,2,1
"N","c3",526,3,3
"N","c3",533,3,3
"N","c3",543,3,3
"N","c3",576,3,3
"N","c3",642,3,3
"N","c3",560,3,3
"N","c3",592,3,3
"N","f3",492,6,3
"N","f3",493,6,3
"N","f3",543,6,3
"N","f3",567,6,3
"N","f3",556,6,3
"N","f3",457,6,3
"N","f3",556,6,3
"N","f3",615,6,3
"N","f3",555,6,3
"N","e5",618,5,5
"N","e5",633,5,5
"N","e5",592,5,5
"N","e5",584,5,5
"N","e5",616,5,5
"N","e5",656,5,5
"N","e5",630,5,5
"N","e5",305,5,5
"N","e5",284,5,5
"N","e5",282,5,5
"N","e5",287,5,5
"N","b1",593,2,1
"N","b1",518,2,1
"N","b1",478,2,1
"N","b1",486,2,1
"N","b1",540,2,1
"N","b1",391,2,1
"N","b1",514,2,1
"N","b1",544,2,1
"N","c3",615,3,3
"N","c3",614,3,3
"N","c3",472,3,3
"N","c3",576,3,3
"N","b3",456,2,3
"N","b3",505,2,3
"N","b3",540,2,3
"N","b3",548,2,3
"N","b3",521,2,3
"N","b3",507,2,3
"N","b3",503,2,3
"N","b3",507,2,3
"N","b3",528,2,3
"N","b3",520,2,3
"N","b3",493,2,3
"N","b3",540,2,3
"N","b3",454,2,3
"N","b3",490,2,3
"N","c3",477,3,3
"N","c3",502,3,3
"N","c3",531,3,3
"N","c3",510,3,3
"N","c3",459,3,3
"N","c3",1328,3,3
"N","d5",761,4,5
"N","d5",1020,4,5
"N","d2",550,4,2
"N","d2",570,4,2
"N","c4",482,3,4
"N","c4",502,3,4
"N","c4",505,3,4
"N","c4",473,3,4
"N","c4",500,3,4
"N","c4",523,3,4
"N","c4",532,3,4
"N","c4",555,3,4
"N","c4",902,3,4
"N","c4",561,3,4
"N","c4",610,3,4
"N","c4",600,3,4
"N","c4",819,3,4
"N","c4",508,3,4
"N","c4",557,3,4
"N","c4",526,3,4
"N","e3",668,5,3
"N","e3",465,5,3
"N","e3",670,5,3
"N","d5",708,4,5
"N","d5",779,4,5
"N","d5",655,4,5
"N","d5",887,4,5
"N","e7",1023,5,7
"N","e7",845,5,7
"N","c8",213,3,8
"N","c8",338,3,8
"N","d6",188,4,6
"N","b1",486,2,1
"N","b1",484,2,1
"N","b1",454,2,1
"N","b1",486,2,1
"N","b1",454,2,1
"N","b1",478,2,1
"N","b1",507,2,1
"N","b1",501,2,1
"N","c3",601,3,3
"N","c3",611,3,3
"N","c3",547,3,3
"N","c3",585,3,3
"N","c3",608,3,3
"N","c3",557,3,3
"N","c3",610,3,3
"N","c3",654,3,3
"N","e4",466,5,4
"N","e4",492,5,4
"N","e4",514,5,4
"N","e4",482,5,4
"N","e4",531,5,4
"N","e4",545,5,4
"N","e4",489,5,4
"N","e4",446,5,4
"N","e4",470,5,4
"N","e4",458,5,4
"N","e4",526,5,4
"N","e4",185,5,4
"N","e4",576,5,4
"N","e4",575,5,4
"N","e4",538,5,4
"N","e4",529,5,4
"N","e4",535,5,4
"N","e4",533,5,4
"N","e4",749,5,4
"N","e4",757,5,4
"N","e4",695,5,4
"N","e4",998,5,4
"N","e4",1199,5,4
"N","e4",1288,5,4
"N","e4",747,5,4
"N","e4",649,5,4
"N","e4",767,5,4
"N","e4",482,5,4
"N","e4",577,5,4
"N","e4",530,5,4
"N","e4",571,5,4
"N","e4",557,5,4
"N","e4",628,5,4
"N","d6",544,4,6
"N","d6",1209,4,6
"N","e8",453,5,8
"N","b1",486,2,1
"N","b1",484,2,1
"N","b1",484,2,1
"N","b1",493,2,1
"N","c3",589,3,3
"N","c3",561,3,3
"N","c3",677,3,3
"N","c3",627,3,3
"N","c3",640,3,3
"N","c3",617,3,3
"N","c3",623,3,3
"N","c3",563,3,3
"N","c3",631,3,3
"N","c3",576,3,3
"N","c3",540,3,3
"N","c3",560,3,3
"N","c3",483,3,3
"N","f3",461,6,3
"N","f3",491,6,3
"N","f3",467,6,3
"N","f3",471,6,3
"N","f3",512,6,3
"N","f3",512,6,3
"N","f3",547,6,3
"N","f3",462,6,3
"N","f3",469,6,3
"N","f3",478,6,3
"N","f3",499,6,3
"N","f3",491,6,3
"N","f3",476,6,3
"N","f3",467,6,3
"N","f3",494,6,3
"N","f3",437,6,3
"N","f3",510,6,3
"N","f3",471,6,3
"N","f3",515,6,3
"N","f3",457,6,3
"N","f3",481,6,3
"N","f3",510,6,3
"N","f3",514,6,3
"N","f3",541,6,3
"N","f3",450,6,3
"N","f3",452,6,3
"N","f3",525,6,3
"N","f3",535,6,3
"N","f3",520,6,3
"N","e5",547,5,5
"N","e5",529,5,5
"N","e5",523,5,5
"N","e5",492,5,5
"N","e5",616,5,5
"N","e5",518,5,5
"N","e5",585,5,5
"N","e5",495,5,5
"N","e5",457,5,5
"N","e5",522,5,5
"N","e5",300,5,5
"N","e5",446,5,5
"N","e5",408,5,5
"N","e5",249,5,5
"N","e5",18,5,5
"N","e5",571,5,5
"N","b1",486,2,1
"N","b1",536,2,1
"N","b1",584,2,1
"N","b1",530,2,1
"N","c3",577,3,3
"N","c3",532,3,3
"N","c3",551,3,3
"N","c3",518,3,3
"N","c3",515,3,3
"N","c3",539,3,3
"N","c3",546,3,3
"N","c3",552,3,3
"N","c3",553,3,3
"N","c3",570,3,3
"N","c3",515,3,3
"N","c3",544,3,3
"N","c3",530,3,3
"N","c3",510,3,3
"N","c3",503,3,3
"N","c3",552,3,3
"N","c3",540,3,3
"N","c3",553,3,3
"N","c3",544,3,3
"N","c3",561,3,3
"N","c4",592,3,4
"N","c4",753,3,4
"N","c4",540,3,4
"N","c4",692,3,4
"N","b5",753,2,5
"N","b5",707,2,5
"N","c4",987,3,4
"N","c4",599,3,4
"N","c4",555,3,4
"N","c4",527,3,4
"N","c4",593,3,4
"N","c4",565,3,4
"N","c4",571,3,4
"N","c4",547,3,4
"N","c4",491,3,4
"N","c4",542,3,4
"N","c4",704,3,4
"N","c4",706,3,4
"N","c4",677,3,4
"N","c4",744,3,4
"N","c4",726,3,4
"N","c4",613,3,4
"N","c4",653,3,4
"N","c4",638,3,4
"N","c4",619,3,4
"N","c4",632,3,4
"N","c4",683,3,4
"N","c4",753,3,4
"N","c4",724,3,4
"N","c4",691,3,4
"N","c4",742,3,4
"N","c4",632,3,4
"N","c4",707,3,4
"N","c4",393,3,4
"N","c4",351,3,4
"N","c4",461,3,4
"N","c4",644,3,4
"N","c4",572,3,4
"N","c4",664,3,4
"N","c4",630,3,4
"N","c4",692,3,4
"N","c4",694,3,4
"N","c4",640,3,4
"N","c4",677,3,4
"N","e5",686,5,5
"N","e5",725,5,5
"N","e5",789,5,5
"N","e5",748,5,5
"N","f7",885,6,7
"N","e5",769,5,5
"N","e5",646,5,5
"N","e5",539,5,5
"N","e5",551,5,5
"N","e5",429,5,5
"N","e5",414,5,5
"N","e5",1064,5,5
"N","e5",892,5,5
"N","e5",1067,5,5
"N","b1",593,2,1
"N","b1",518,2,1
"N","b1",478,2,1
"N","b1",481,2,1
"N","b1",532,2,1
"N","b1",417,2,1
"N","b1",464,2,1
"N","b1",572,2,1
"N","b1",523,2,1
"N","b1",487,2,1
"N","b1",490,2,1
"N","b1",575,2,1
"N","b1",524,2,1
"N","b1",464,2,1
"N","b1",391,2,1
"N","b1",515,2,1
"N","b1",407,2,1
"N","b1",455,2,1
"N","b1",517,2,1
"N","b1",437,2,1
"N","b1",401,2,1
"N","b1",464,2,1
"N","b1",436,2,1
"N","b1",444,2,1
"N","d2",577,4,2
"N","d2",530,4,2
"N","d2",555,4,2
"N","d2",668,4,2
"N","d2",566,4,2
"N","d2",670,4,2
"N","f3",1108,6,3
"N","f3",207,6,3
"N","f3",1159,6,3
"N","f3",302,6,3
"N","f3",1132,6,3
"N","f3",566,6,3
"N","f3",870,6,3
"N","f3",560,6,3
"N","f3",507,6,3
"N","f3",543,6,3
"N","f3",1691,6,3
"N","f3",697,6,3
"N","f3",607,6,3
"N","f3",632,6,3
"N","f3",788,6,3
"N","f3",806,6,3
"N","f3",913,6,3
"N","f3",526,6,3
"N","f3",518,6,3
"N","f3",643,6,3
"N","f3",604,6,3
"N","f3",653,6,3
"N","f3",510,6,3
"N","f3",556,6,3
"N","g5",597,7,5
"N","g5",1399,7,5
"N","f7",1081,6,7
"N","f7",1283,6,7
"N","h6",1407,8,6
"N","g4",523,7,4
"N","g4",462,7,4
"N","g4",479,7,4
"N","g4",517,7,4
"N","g4",530,7,4
"N","g4",187,7,4
"N","g4",243,7,4
"N","g4",231,7,4
"N","h6",42,8,6
"N","b1",486,2,1
"N","b1",461,2,1
"N","b1",461,2,1
"N","b1",484,2,1
"N","b1",490,2,1
"N","b1",484,2,1
"N","b1",454,2,1
"N","b1",467,2,1
"N","b1",454,2,1
"N","b1",450,2,1
"N","b1",439,2,1
"N","b1",454,2,1
"N","b1",455,2,1
"N","b1",442,2,1
"N","b1",461,2,1
"N","b1",475,2,1
"N","d2",491,4,2
"N","d2",536,4,2
"N","d2",439,4,2
"N","d2",518,4,2
"N","d2",583,4,2
"N","d2",539,4,2
"N","d2",569,4,2
"N","d2",565,4,2
"N","d2",619,4,2
"N","d2",631,4,2
"N","d2",590,4,2
"N","d2",492,4,2
"N","d2",446,4,2
"N","d2",1013,4,2
"N","d2",638,4,2
"N","d2",599,4,2
"N","f3",632,6,3
"N","f3",1090,6,3
"N","f3",517,6,3
"N","b1",593,2,1
"N","b1",518,2,1
"N","b1",512,2,1
"N","b1",430,2,1
"N","b1",441,2,1
"N","b1",466,2,1
"N","b1",400,2,1
"N","b1",484,2,1
"N","b1",480,2,1
"N","b1",515,2,1
"N","b1",506,2,1
"N","b1",475,2,1
"N","b1",520,2,1
"N","b1",573,2,1
"N","b1",553,2,1
"N","b1",777,2,1
"N","b1",429,2,1
"N","b1",507,2,1
"N","b1",450,2,1
"N","b1",470,2,1
"N","c3",439,3,3
"N","c3",471,3,3
"N","c3",446,3,3
"N","c3",459,3,3
"N","c3",473,3,3
"N","c3",179,3,3
"N","c3",482,3,3
"N","c3",450,3,3
"N","e4",520,5,4
"N","e4",504,5,4
"N","e4",450,5,4
"N","e4",230,5,4
"N","d2",492,4,2
"N","d2",497,4,2
"N","f3",523,6,3
"N","f3",585,6,3
"N","d4",494,4,4
"N","d4",492,4,4
"N","d4",523,4,4
"N","d4",479,4,4
"N","e6",292,5,6
"N","b1",454,2,1
"N","b1",514,2,1
"N","b1",543,2,1
"N","b1",494,2,1
"N","b1",538,2,1
"N","b1",484,2,1
"N","b1",497,2,1
"N","b1",505,2,1
"N","b1",512,2,1
"N","b1",529,2,1
"N","b1",439,2,1
"N","b1",449,2,1
"N","b1",445,2,1
"N","b1",451,2,1
"N","b1",405,2,1
"N","b1",346,2,1
"N","b1",486,2,1
"N","b1",492,2,1
"N","b1",376,2,1
"N","b1",463,2,1
"N","b1",473,2,1
"N","b1",486,2,1
"N","b1",509,2,1
"N","b1",380,2,1
"N","c3",465,3,3
"N","c3",474,3,3
"N","d5",202,4,5
"N","f3",548,6,3
"N","f3",294,6,3
"N","f3",647,6,3
"N","f3",531,6,3
"N","f3",757,6,3
"N","f3",632,6,3
"N","f3",729,6,3
"N","f3",552,6,3
"N","f3",703,6,3
"B","c1",585,3,1
"B","c1",503,3,1
"B","c1",537,3,1
"B","c1",495,3,1
"B","c1",537,3,1
"B","c1",511,3,1
"B","c4",518,3,4
"B","c4",581,3,4
"B","c4",602,3,4
"B","c4",510,3,4
"B","c4",551,3,4
"B","c4",571,3,4
"B","c4",550,3,4
"B","c4",634,3,4
"B","c4",587,3,4
"B","c4",492,3,4
"B","c1",508,3,1
"B","c1",477,3,1
"B","d5",192,4,5
"B","d5",140,4,5
"B","d5",490,4,5
"B","c1",585,3,1
"B","c1",583,3,1
"B","c1",520,3,1
"B","c1",599,3,1
"B","c1",571,3,1
"B","c1",613,3,1
"B","c1",553,3,1
"B","c1",540,3,1
"B","c1",591,3,1
"B","c1",580,3,1
"B","c1",533,3,1
"B","c1",462,3,1
"B","c1",511,3,1
"B","c1",521,3,1
"B","c1",507,3,1
"B","c1",529,3,1
"B","c1",494,3,1
"B","c1",538,3,1
"B","c1",498,3,1
"B","c1",515,3,1
"B","c1",494,3,1
"B","c1",544,3,1
"B","c1",501,3,1
"B","c1",556,3,1
"B","d2",471,4,2
"B","d2",554,4,2
"B","d2",511,4,2
"B","d2",575,4,2
"B","d2",551,4,2
"B","d2",565,4,2
"B","d2",539,4,2
"B","d2",571,4,2
"B","e3",518,5,3
"B","e3",659,5,3
"B","e3",680,5,3
"B","e3",638,5,3
"B","e3",973,5,3
"B","e3",707,5,3
"B","e3",691,5,3
"B","e3",575,5,3
"B","e3",603,5,3
"B","e3",514,5,3
"B","f2",536,6,2
"B","f2",486,6,2
"B","f2",472,6,2
"B","f2",120,6,2
"B","f2",602,6,2
"B","f2",581,6,2
"B","g3",620,7,3
"B","g3",735,7,3
"B","f4",911,6,4
"B","f4",651,6,4
"B","f4",757,6,4
"B","f4",719,6,4
"B","f4",715,6,4
"B","f4",580,6,4
"B","f4",341,6,4
"B","f4",553,6,4
"B","g2",186,7,2
"B","g2",840,7,2
"B","g2",255,7,2
"B","h6",5,8,6
"B","c1",513,3,1
"B","c1",569,3,1
"B","c1",559,3,1
"B","c1",559,3,1
"B","c1",556,3,1
"B","c1",563,3,1
"B","c1",579,3,1
"B","c1",554,3,1
"B","d2",687,4,2
"B","d2",553,4,2
"B","d2",590,4,2
"B","d2",609,4,2
"B","d2",575,4,2
"B","d2",597,4,2
"B","d2",560,4,2
"B","d2",560,4,2
"B","d2",549,4,2
"B","d2",549,4,2
"B","c3",594,3,3
"B","c3",621,3,3
"B","c3",586,3,3
"B","c3",646,3,3
"B","c3",629,3,3
"B","c3",583,3,3
"B","c3",643,3,3
"B","c3",623,3,3
"B","c3",958,3,3
"B","c3",960,3,3
"B","d4",552,4,4
"B","d4",568,4,4
"B","d4",569,4,4
"B","d4",538,4,4
"B","d4",539,4,4
"B","d4",582,4,4
"B","b6",500,2,6
"B","b6",511,2,6
"B","b6",489,2,6
"B","b6",573,2,6
"B","b6",572,2,6
"B","b6",585,2,6
"B","b6",577,2,6
"B","b6",713,2,6
"B","b6",657,2,6
"B","b6",706,2,6
"B","b6",639,2,6
"B","b6",730,2,6
"B","b6",557,2,6
"B","b6",738,2,6
"B","c5",768,3,5
"B","c5",802,3,5
"B","f8",28,6,8
"B","g2",630,7,2
"B","f1",596,6,1
"B","f1",791,6,1
"B","a6",163,1,6
"B","c1",585,3,1
"B","c1",561,3,1
"B","c1",620,3,1
"B","c1",598,3,1
"B","c1",561,3,1
"B","c1",559,3,1
"B","c1",528,3,1
"B","c1",541,3,1
"B","c1",559,3,1
"B","c1",548,3,1
"B","c1",581,3,1
"B","c1",546,3,1
"B","c1",550,3,1
"B","c1",513,3,1
"B","c1",514,3,1
"B","c1",433,3,1
"B","c1",499,3,1
"B","c1",505,3,1
"B","c1",506,3,1
"B","c1",547,3,1
"B","f4",540,6,4
"B","f4",626,6,4
"B","f4",518,6,4
"B","f4",533,6,4
"B","f4",508,6,4
"B","f4",538,6,4
"B","f4",458,6,4
"B","f4",486,6,4
"B","f4",512,6,4
"B","f4",481,6,4
"B","f4",465,6,4
"B","f4",470,6,4
"B","f4",487,6,4
"B","f4",525,6,4
"B","e3",1530,5,3
"B","e3",1448,5,3
"B","e3",438,5,3
"B","e3",494,5,3
"B","e3",508,5,3
"B","e3",486,5,3
"B","e3",538,5,3
"B","e3",527,5,3
"B","c1",499,3,1
"B","c1",544,3,1
"B","c1",506,3,1
"B","c1",538,3,1
"B","c1",481,3,1
"B","c1",500,3,1
"B","c1",471,3,1
"B","c1",514,3,1
"B","c1",456,3,1
"B","c1",514,3,1
"B","c1",563,3,1
"B","c1",545,3,1
"B","c1",542,3,1
"B","c1",544,3,1
"B","c1",541,3,1
"B","c1",474,3,1
"B","c1",470,3,1
"B","c1",656,3,1
"B","c1",494,3,1
"B","c1",576,3,1
"B","c1",590,3,1
"B","c1",540,3,1
"B","f4",576,6,4
"B","f4",569,6,4
"B","f4",589,6,4
"B","f4",506,6,4
"B","f4",535,6,4
"B","f4",518,6,4
"B","f4",523,6,4
"B","f4",569,6,4
"B","f4",600,6,4
"B","f4",548,6,4
"B","f4",564,6,4
"B","f4",535,6,4
"B","f4",467,6,4
"B","f4",575,6,4
"B","f4",564,6,4
"B","f4",537,6,4
"B","d3",578,4,3
"B","d3",523,4,3
"B","b1",559,2,1
"B","b1",525,2,1
"B","b1",454,2,1
"B","b1",642,2,1
"B","b1",314,2,1
"B","b1",491,2,1
"B","b1",708,2,1
"B","b1",366,2,1
"B","b1",170,2,1
"B","b1",446,2,1
"B","b1",370,2,1
"B","b1",512,2,1
"B","b1",568,2,1
"B","b1",495,2,1
"B","b1",46,2,1
"B","b1",189,2,1
"B","c1",585,3,1
"B","c1",583,3,1
"B","c1",520,3,1
"B","c1",524,3,1
"B","c4",553,3,4
"B","c4",599,3,4
"B","c4",514,3,4
"B","c4",578,3,4
"B","c4",572,3,4
"B","c4",612,3,4
"B","c4",545,3,4
"B","c4",594,3,4
"B","c4",549,3,4
"B","c4",580,3,4
"B","c4",604,3,4
"B","c4",622,3,4
"B","c4",504,3,4
"B","c4",492,3,4
"B","c4",533,3,4
"B","c4",520,3,4
"B","c4",648,3,4
"B","c4",392,3,4
"B","c4",569,3,4
"B","c4",443,3,4
"B","c1",392,3,1
"B","c1",655,3,1
"B","c1",1319,3,1
"B","c1",863,3,1
"B","e3",1142,5,3
"B","c1",585,3,1
"B","c1",545,3,1
"B","c1",552,3,1
"B","c1",591,3,1
"B","c1",606,3,1
"B","c1",547,3,1
"B","c1",530,3,1
"B","c1",553,3,1
"B","c1",562,3,1
"B","c1",646,3,1
"B","c1",509,3,1
"B","c1",485,3,1
"B","c1",528,3,1
"B","c1",488,3,1
"B","f4",488,6,4
"B","f4",420,6,4
"B","f1",546,6,1
"B","f1",462,6,1
"B","f1",474,6,1
"B","f1",469,6,1
